timeOpen;timeClose;timeHigh;timeLow;priceOpen;priceHigh;priceLow;priceClose;volume
1,69056E+12;1,69065E+12;1,69063E+12;1,69064E+12;0,000845118;0,000846597;0,000837453;0,000838834;153,8
1,69047E+12;1,69056E+12;1,69052E+12;1,69054E+12;0,000844403;0,000848112;0,000842322;0,000845177;60,73
1,69039E+12;1,69047E+12;1,69043E+12;1,69039E+12;0,000839497;0,000850023;0,000839497;0,000844259;5,37
1,6903E+12;1,69039E+12;1,69038E+12;1,69034E+12;0,000835507;0,000844302;0,000831859;0,000839498;16,82
1,69021E+12;1,6903E+12;1,69022E+12;1,69026E+12;0,000843843;0,000845634;0,0008344;0,000835478;56,01
1,69013E+12;1,69021E+12;1,69013E+12;1,69018E+12;0,00085594;0,000857625;0,000832895;0,00084376;4,58
1,69004E+12;1,69013E+12;1,69011E+12;1,69004E+12;0,000851568;0,000860978;0,000850677;0,00085603;9,99
1,68996E+12;1,69004E+12;1,68997E+12;1,69004E+12;0,000863563;0,000865608;0,000849577;0,00085162;20,96
1,68987E+12;1,68996E+12;1,68988E+12;1,68994E+12;0,000869608;0,000875892;0,000861479;0,000863969;81,34
1,68978E+12;1,68987E+12;1,68978E+12;1,68986E+12;0,000873162;0,000873162;0,000863061;0,000869652;146,7
1,6897E+12;1,68978E+12;1,68972E+12;1,68975E+12;0,000875824;0,000889327;0,000870365;0,000873307;91,9
1,68961E+12;1,6897E+12;1,68963E+12;1,68967E+12;0,000879545;0,000891349;0,000867513;0,000875764;108,14
1,68952E+12;1,68961E+12;1,68954E+12;1,68956E+12;0,000877564;0,000882489;0,000869573;0,000879545;0
1,68944E+12;1,68952E+12;1,68944E+12;1,68952E+12;0,000910627;0,000913396;0,000877315;0,000877315;76,07
1,68935E+12;1,68944E+12;1,68939E+12;1,68935E+12;0,00089742;0,000915018;0,00089742;0,000910454;34,61
1,68926E+12;1,68935E+12;1,68928E+12;1,68933E+12;0,000927847;0,000947057;0,000883228;0,000897303;24,48
1,68918E+12;1,68926E+12;1,68926E+12;1,68918E+12;0,000880544;0,000927869;0,000880544;0,000927869;69,04
1,68909E+12;1,68918E+12;1,6891E+12;1,68916E+12;0,000895537;0,000902479;0,000876575;0,000880771;12,3
1,689E+12;1,68909E+12;1,68909E+12;1,68901E+12;0,000886597;0,000898664;0,000882709;0,000895785;0,9
1,68892E+12;1,689E+12;1,68899E+12;1,68895E+12;0,000843663;0,000887094;0,000835552;0,000886597;3,56
1,68883E+12;1,68892E+12;1,68884E+12;1,68891E+12;0,000851004;0,000853677;0,000842349;0,000843683;7,23
1,68875E+12;1,68883E+12;1,68878E+12;1,68882E+12;0,000851641;0,000859328;0,000845631;0,000850921;64,98
1,68866E+12;1,68875E+12;1,68871E+12;1,68873E+12;0,000856532;0,000872779;0,000847103;0,000851698;307,42
1,68857E+12;1,68866E+12;1,68861E+12;1,68857E+12;0,00075744;0,000919123;0,00075744;0,000856062;4061,63
1,68849E+12;1,68857E+12;1,68852E+12;1,68857E+12;0,001017689;0,00102823;0,000755843;0,000757564;5671,89
1,6884E+12;1,68849E+12;1,6884E+12;1,68847E+12;0,001032874;0,001034896;0,001011028;0,001017444;2,06
1,68831E+12;1,6884E+12;1,68836E+12;1,68832E+12;0,001018707;0,001050918;0,001017186;0,001032998;1144,23
1,68823E+12;1,68831E+12;1,68823E+12;1,68829E+12;0,001065222;0,001066937;0,001006821;0,001018224;470,92
1,68814E+12;1,68823E+12;1,68822E+12;1,68814E+12;0,001028369;0,001069453;0,001028369;0,001065222;278,53
1,68805E+12;1,68814E+12;1,6881E+12;1,68812E+12;0,001031438;0,001065737;0,001027255;0,001028369;28,72
1,68797E+12;1,68805E+12;1,68801E+12;1,68804E+12;0,001062434;0,001082573;0,001029806;0,001031438;831,85
1,68788E+12;1,68797E+12;1,68788E+12;1,68795E+12;0,001090305;0,001090446;0,00104772;0,001062434;0
1,6878E+12;1,68788E+12;1,68783E+12;1,6878E+12;0,001090613;0,001106275;0,001085111;0,001090205;81,2
1,68771E+12;1,6878E+12;1,68776E+12;1,68779E+12;0,001109317;0,001113931;0,001081894;0,001090392;173,15
1,68762E+12;1,68771E+12;1,68765E+12;1,68769E+12;0,001107201;0,001132381;0,001100277;0,001109387;144,64
1,68754E+12;1,68762E+12;1,68756E+12;1,68759E+12;0,001150421;0,001168454;0,001088408;0,001107195;71,89
1,68745E+12;1,68754E+12;1,68751E+12;1,68746E+12;0,001123798;0,001173268;0,001120549;0,00115051;346,86
1,68736E+12;1,68745E+12;1,68737E+12;1,68745E+12;0,001170303;0,001206348;0,001118922;0,001123429;117,83
1,68728E+12;1,68736E+12;1,68734E+12;1,68728E+12;0,001147345;0,001190945;0,001147345;0,001170576;334,73
1,68719E+12;1,68728E+12;1,68728E+12;1,68724E+12;0,001127083;0,001148126;0,001107015;0,001147323;11,11
1,6871E+12;1,68719E+12;1,68711E+12;1,68711E+12;0,001133058;0,001134287;0,001123024;0,001127083;0
1,68702E+12;1,6871E+12;1,68708E+12;1,6871E+12;0,001138088;0,001156877;0,001128004;0,001133058;167,17
1,68693E+12;1,68702E+12;1,68695E+12;1,68694E+12;0,001115837;0,001162936;0,001109012;0,001138114;29,85
1,68684E+12;1,68693E+12;1,68691E+12;1,68689E+12;0,001102656;0,001139775;0,001082367;0,001115848;204,32
1,68676E+12;1,68684E+12;1,68676E+12;1,6868E+12;0,001111353;0,001123414;0,001076109;0,001102602;28,44
1,68667E+12;1,68676E+12;1,68669E+12;1,68675E+12;0,001145238;0,001183262;0,001093041;0,0011116;55,5
1,68659E+12;1,68667E+12;1,68663E+12;1,68659E+12;0,001084919;0,001153988;0,001076611;0,001145232;6,1
1,6865E+12;1,68659E+12;1,68654E+12;1,68653E+12;0,00110955;0,001124073;0,001039165;0,001084987;99,55
1,68641E+12;1,6865E+12;1,68649E+12;1,68643E+12;0,001110982;0,001123505;0,001096673;0,001110376;375,5
1,68633E+12;1,68641E+12;1,68633E+12;1,68635E+12;0,001216236;0,001216236;0,001084732;0,001111169;87,42
1,68624E+12;1,68633E+12;1,68625E+12;1,68627E+12;0,001224575;0,001226405;0,001196348;0,001216236;0
1,68615E+12;1,68624E+12;1,6862E+12;1,68617E+12;0,001209245;0,001246232;0,001203587;0,001224514;29,25
1,68607E+12;1,68615E+12;1,68607E+12;1,68612E+12;0,001322641;0,001322918;0,001192615;0,001209665;76,47
1,68598E+12;1,68607E+12;1,68605E+12;1,68603E+12;0,001309944;0,00134203;0,001285939;0,001322822;133,6
1,68589E+12;1,68598E+12;1,68589E+12;1,68597E+12;0,00146576;0,00146576;0,001290717;0,001310039;296,18
1,68581E+12;1,68589E+12;1,68585E+12;1,68581E+12;0,001461592;0,001480137;0,001459362;0,001465879;229,06
1,68572E+12;1,68581E+12;1,68578E+12;1,68573E+12;0,001444861;0,001470822;0,001438854;0,001461564;304,03
1,68564E+12;1,68572E+12;1,68571E+12;1,68564E+12;0,001423085;0,001447918;0,001423085;0,001444832;143,46
1,68555E+12;1,68564E+12;1,68555E+12;1,68556E+12;0,001439335;0,001439335;0,001416254;0,001423164;83,22
1,68546E+12;1,68555E+12;1,68547E+12;1,68552E+12;0,001463082;0,001463513;0,001432484;0,001439485;43,37
1,68538E+12;1,68546E+12;1,68541E+12;1,68543E+12;0,001463853;0,001469399;0,001450812;0,001463069;343
1,68529E+12;1,68538E+12;1,68537E+12;1,68535E+12;0,00141599;0,001465854;0,001352168;0,001464;2730,8
1,6852E+12;1,68529E+12;1,68529E+12;1,68521E+12;0,00125788;0,001416352;0,001255921;0,001415988;1712,74
1,68512E+12;1,6852E+12;1,68513E+12;1,68518E+12;0,001259054;0,001261175;0,00124566;0,001257697;54,36
1,68503E+12;1,68512E+12;1,6851E+12;1,68505E+12;0,001245141;0,001261374;0,001233371;0,001259068;62,59
1,68494E+12;1,68503E+12;1,68494E+12;1,68501E+12;0,001293079;0,001293454;0,001238852;0,001245236;601,74
1,68486E+12;1,68494E+12;1,68493E+12;1,68491E+12;0,001280506;0,00129449;0,001243303;0,001292964;653,18
1,68477E+12;1,68486E+12;1,68479E+12;1,68484E+12;0,001301468;0,001326124;0,001277362;0,001280412;498,14
1,68468E+12;1,68477E+12;1,68474E+12;1,68469E+12;0,001290774;0,001312785;0,001284299;0,001301702;179,14
1,6846E+12;1,68468E+12;1,6846E+12;1,68468E+12;0,001320834;0,001324078;0,00129059;0,001290839;237,03
1,68451E+12;1,6846E+12;1,6846E+12;1,68453E+12;0,001303823;0,001320772;0,001297283;0,001320646;223,49
1,68443E+12;1,68451E+12;1,68443E+12;1,68447E+12;0,001343808;0,001343904;0,001298511;0,001303735;606,26
1,68434E+12;1,68443E+12;1,68439E+12;1,68438E+12;0,001313347;0,001377428;0,001305623;0,001343734;1285,84
1,68425E+12;1,68434E+12;1,68426E+12;1,68431E+12;0,001710891;0,001719159;0,001249421;0,001313353;10423,13
1,68417E+12;1,68425E+12;1,68417E+12;1,68425E+12;0,001819063;0,001819588;0,001704767;0,001710689;1808,47
1,68408E+12;1,68417E+12;1,68409E+12;1,68416E+12;0,001878068;0,001901781;0,00181304;0,001818664;1546,91
1,68399E+12;1,68408E+12;1,68405E+12;1,68408E+12;0,001953281;0,00197145;0,001875412;0,001878068;873,96
1,68391E+12;1,68399E+12;1,68395E+12;1,68398E+12;0,001982039;0,001998318;0,001939389;0,001953383;756,02
1,68382E+12;1,68391E+12;1,68386E+12;1,68389E+12;0,002165571;0,002178234;0,001942101;0,001982441;4832,04
1,68373E+12;1,68382E+12;1,68375E+12;1,68375E+12;0,002116659;0,002229716;0,002099313;0,002165088;2793,1
1,68365E+12;1,68373E+12;1,6837E+12;1,68371E+12;0,002123242;0,002147927;0,002091296;0,002116412;1091,35
1,68356E+12;1,68365E+12;1,68361E+12;1,68364E+12;0,002176365;0,002207181;0,002106223;0,002123291;1448,62
1,68348E+12;1,68356E+12;1,68348E+12;1,68354E+12;0,002242102;0,002249104;0,002149842;0,002176139;431,55
1,68339E+12;1,68348E+12;1,68339E+12;1,68348E+12;0,002359235;0,002360005;0,002241746;0,002241746;1325,16
1,6833E+12;1,68339E+12;1,68334E+12;1,68334E+12;0,002363564;0,002430204;0,00231476;0,002359687;4248,78
1,68322E+12;1,6833E+12;1,68322E+12;1,68329E+12;0,002515445;0,002534678;0,002351089;0,00236341;3440,16
1,68313E+12;1,68322E+12;1,68313E+12;1,68321E+12;0,002673358;0,00267517;0,002513038;0,002515343;7437,46
1,68304E+12;1,68313E+12;1,68305E+12;1,6831E+12;0,00270799;0,002728472;0,002607046;0,002673346;2914,11
1,68296E+12;1,68304E+12;1,68296E+12;1,68304E+12;0,003067533;0,003067533;0,002707636;0,002707636;4820,63
1,68287E+12;1,68296E+12;1,6829E+12;1,68294E+12;0,003258829;0,003296426;0,002969569;0,003066484;10491,82
1,68278E+12;1,68287E+12;1,68287E+12;1,68279E+12;0,00294593;0,003274921;0,002895963;0,003260072;5300,85
1,6827E+12;1,68278E+12;1,6827E+12;1,68278E+12;0,003642452;0,003642491;0,002945279;0,002945802;6637,52
1,68261E+12;1,6827E+12;1,68264E+12;1,68268E+12;0,003751295;0,003807929;0,003626182;0,003642777;3172,11
1,68252E+12;1,68261E+12;1,68253E+12;1,68257E+12;0,003822579;0,003886478;0,003700476;0,003751711;20040,88
1,68244E+12;1,68252E+12;1,68247E+12;1,68251E+12;0,004029592;0,00428215;0,003747728;0,003823059;5707,12
1,68235E+12;1,68244E+12;1,6824E+12;1,68238E+12;0,00418791;0,004364919;0,003602807;0,004029075;21857,72
1,68227E+12;1,68235E+12;1,68228E+12;1,68228E+12;0,004221577;0,004526924;0,0038762;0,004188271;39620,15
1,68218E+12;1,68227E+12;1,68219E+12;1,68226E+12;0,005307776;0,005468874;0,004214504;0,00424366;32764,38
1,68209E+12;1,68218E+12;1,6821E+12;1,68214E+12;0,006052511;0,006099329;0,005086548;0,005307776;38026,69
1,68201E+12;1,68209E+12;1,68204E+12;1,68203E+12;0,005717283;0,006312251;0,005214249;0,006052511;65109,23
1,68192E+12;1,68201E+12;1,68194E+12;1,68198E+12;0,005465122;0,00590586;0,005077932;0,005715463;37374,25
1,68183E+12;1,68192E+12;1,6819E+12;1,68186E+12;0,005654402;0,005991731;0,005065825;0,005464861;36240,35
1,68175E+12;1,68183E+12;1,6818E+12;1,68183E+12;0,006817011;0,007259278;0,005613158;0,005653846;81407,63
1,68166E+12;1,68175E+12;1,68172E+12;1,68171E+12;0,007082544;0,008100868;0,006363419;0,006815169;145411,18
1,68157E+12;1,68166E+12;1,68162E+12;1,6816E+12;0,007242725;0,007434843;0,005942164;0,00708289;146181,99
1,68149E+12;1,68157E+12;1,6815E+12;1,68157E+12;0,008126691;0,008378923;0,00651218;0,007241554;197140,5
1,6814E+12;1,68149E+12;1,68146E+12;1,68149E+12;0,011476705;0,011623303;0,008124978;0,008128346;367422,39
1,68132E+12;1,6814E+12;1,6814E+12;1,68137E+12;0,006780019;0,011476705;0,005794324;0,011476705;478137,79
1,68123E+12;1,68132E+12;1,68126E+12;1,68129E+12;0,006996714;0,007912641;0,005484533;0,00661446;167661,68
1,68114E+12;1,68123E+12;1,68123E+12;1,6812E+12;0,006520604;0,007587551;0,005230836;0,006984701;173503,58
1,68106E+12;1,68114E+12;1,6811E+12;1,68108E+12;0,006749255;0,008091181;0,006249983;0,006519525;142778,83
1,68097E+12;1,68106E+12;1,68105E+12;1,68103E+12;0,006038063;0,007307856;0,004812207;0,006752606;186091,08
1,68088E+12;1,68097E+12;1,68089E+12;1,68095E+12;0,007786014;0,009887314;0,005031053;0,00603838;335880,49
1,6808E+12;1,68088E+12;1,68085E+12;1,68083E+12;0,007149409;0,009814255;0,006484338;0,007793873;636354,03
1,68071E+12;1,6808E+12;1,68075E+12;1,68071E+12;0,003721852;0,014613667;0,003501895;0,007161483;2054488,88
1,68062E+12;1,68071E+12;1,6807E+12;1,68062E+12;0,000530886;0,004354145;0,000529977;0,003592909;287860,05
1,68054E+12;1,68062E+12;1,6806E+12;1,68058E+12;0,000530635;0,000535202;0,000494423;0,000530463;118,4
1,68045E+12;1,68054E+12;1,68045E+12;1,68053E+12;0,000558096;0,000560818;0,000516597;0,000530635;134,95
1,68036E+12;1,68045E+12;1,68045E+12;1,68044E+12;0,000531165;0,000560547;0,000514361;0,00056045;4208,99
1,68028E+12;1,68036E+12;1,68029E+12;1,68035E+12;0,000551374;0,000555325;0,000529183;0,000530309;301,92
1,68019E+12;1,68028E+12;1,68028E+12;1,68022E+12;0,000523686;0,000554051;0,000520274;0,000553828;819,53
1,68011E+12;1,68019E+12;1,68012E+12;1,68019E+12;0,000603498;0,000613459;0,000521123;0,000523776;1466,51

